z = 116.743

:                  x     v     b      a       c       :=
September 18 9    0     0     57.8   7.5   0.07696
September 18 10   0     0     57.8   7.5   0.07012
September 18 11   0     0     57.8   7.5   0.22363
September 18 12   0     0     57.8   7.5   0.35487
September 18 13   0     0     57.8   7.5   0.08332
September 18 14   0     0     57.8   7.5   0.23837
September 18 15   6.2   0     64     7.5   0.0332
September 18 16   0     0     64     7.5   0.03505
September 18 17   0     0     64     7.5   0.15946
September 18 18   0     0     64     7.5   0.08435
September 18 19   0     0     64     7.5   0.18834
September 18 20   0     0     64     7.5   0.20838
September 18 21   0     0     64     7.5   0.22155
September 18 22   0     0     64     7.5   0.1886
September 18 23   0     0     64     7.5   0.15428
September 18 24   0     0     64     7.5   0.1169
September 19 1    0     0     64     7.5   0.08651
September 19 2    0     0     64     7.5   0.10013
September 19 3    0     0     64     7.5   0.09508
September 19 4    0     0     64     7.5   0.08962
September 19 5    0     0     64     7.5   0.10148
September 19 6    0     0     64     7.5   0.17996
September 19 7    0     0     64     7.5   0.35077
September 19 8    0     5.5   58.5   0     0.39877
September 19 9    0     0     58.5   0     0.40541
September 19 10   0     0     58.5   0     0.36636
September 19 11   0     0     58.5   0     0.33968
September 19 12   0     0     58.5   0     0.24312
September 19 13   0     0     58.5   0     0.22486
September 19 14   0     0     58.5   0     0.23685
September 19 15   0     0     58.5   0     0.2374
September 19 16   0     0     58.5   0     0.2223
September 19 17   0     5.5   53     0     0.25722
September 19 18   0     0     53     7.5   0.3612
September 19 19   0     0     53     7.5   0.39751
September 19 20   0     0     53     7.5   0.42835
September 19 21   0     0     53     7.5   0.40978
September 19 22   0     0     53     7.5   0.38142
September 19 23   0     0     53     7.5   0.35364
September 19 24   0     0     53     7.5   0.30556
September 20 1    0     0     53     7.5   0.27014
September 20 2    3.8   0     56.8   7.5   0.26787
September 20 3    0     0     56.8   7.5   0.28362
September 20 4    0     0     56.8   7.5   0.27087
September 20 5    0     0     56.8   7.5   0.26842
September 20 6    0     0     56.8   7.5   0.30205
September 20 7    0     0     56.8   7.5   0.35893
September 20 8    0     5.5   51.3   0     0.41031
September 20 9    0     0     51.3   0     0.4271
September 20 10   0     0     51.3   0     0.41193
September 20 11   0     0     51.3   0     0.37938
September 20 12   0     0     51.3   0     0.36448
September 20 13   0     0     51.3   0     0.3655
September 20 14   0     0     51.3   0     0.36547
September 20 15   0     0     51.3   0     0.36345
September 20 16   0     0     51.3   0     0.36444
September 20 17   0     5.5   45.8   0     0.3699
September 20 18   0     0     45.8   7.5   0.41169
September 20 19   0     0     45.8   7.5   0.45451
September 20 20   0     0     45.8   7.5   0.48517
September 20 21   0     0     45.8   7.5   0.47996
September 20 22   0     0     45.8   7.5   0.41959
September 20 23   0     0     45.8   7.5   0.3882
September 20 24   0     0     45.8   7.5   0.35378
September 21 1    0     0     45.8   7.5   0.33735
September 21 2    0     0     45.8   7.5   0.30917
September 21 3    0     0     45.8   7.5   0.30849
September 21 4    0     0     45.8   7.5   0.30852
September 21 5    0     0     45.8   7.5   0.30679
September 21 6    0     0     45.8   7.5   0.35884
September 21 7    0     0     45.8   7.5   0.41676
September 21 8    0     5.5   40.3   0     0.48871
September 21 9    0     0     40.3   0     0.49991
September 21 10   0     0     40.3   0     0.4271
September 21 11   0     0     40.3   0     0.36961
September 21 12   0     0     40.3   0     0.33191
September 21 13   0     0     40.3   0     0.30792
September 21 14   0     0     40.3   0     0.31193
September 21 15   0     0     40.3   0     0.32135
September 21 16   0     0     40.3   0     0.35004
September 21 17   0     5.5   34.8   0     0.38343
September 21 18   0     0     34.8   7.5   0.40674
September 21 19   0     0     34.8   7.5   0.45543
September 21 20   0     0     34.8   7.5   0.47218
September 21 21   0     0     34.8   7.5   0.44532
September 21 22   0     0     34.8   7.5   0.40294
September 21 23   0     0     34.8   7.5   0.36892
September 21 24   0     0     34.8   7.5   0.35975
September 22 1    0     0     34.8   7.5   0.37409
September 22 2    0     0     34.8   7.5   0.34955
September 22 3    0     0     34.8   7.5   0.33994
September 22 4    0     0     34.8   7.5   0.32022
September 22 5    0     0     34.8   7.5   0.3299
September 22 6    0     0     34.8   7.5   0.37323
September 22 7    0     0     34.8   7.5   0.40969
September 22 8    0     5.5   29.3   0     0.46964
September 22 9    0     0     29.3   0     0.47506
September 22 10   0     0     29.3   0     0.38788
September 22 11   0     0     29.3   0     0.35138
September 22 12   0     0     29.3   0     0.31062
September 22 13   0     0     29.3   0     0.30378
September 22 14   0     0     29.3   0     0.29129
September 22 15   0     0     29.3   0     0.31909
September 22 16   0     0     29.3   0     0.355
September 22 17   0     5.5   23.8   0     0.37065
September 22 18   0     0     23.8   7.5   0.40887
September 22 19   0     0     23.8   7.5   0.40902
September 22 20   0     0     23.8   7.5   0.40599
September 22 21   0     0     23.8   7.5   0.40443
September 22 22   0     0     23.8   7.5   0.38407
September 22 23   0     0     23.8   7.5   0.37993
September 22 24   0     0     23.8   7.5   0.36771
September 23 1    0     0     23.8   7.5   0.34233
September 23 2    0     0     23.8   7.5   0.31094
September 23 3    0     0     23.8   7.5   0.30351
September 23 4    0     0     23.8   7.5   0.29177
September 23 5    0     0     23.8   7.5   0.30197
September 23 6    0     0     23.8   7.5   0.34596
September 23 7    0     0     23.8   7.5   0.36031
September 23 8    0     5.5   18.3   0     0.38596
September 23 9    0     0     18.3   0     0.40047
September 23 10   0     0     18.3   0     0.37457
September 23 11   0     0     18.3   0     0.36214
September 23 12   0     0     18.3   0     0.35025
September 23 13   0     0     18.3   0     0.34204
September 23 14   0     0     18.3   0     0.33011
September 23 15   0     0     18.3   0     0.33531
September 23 16   0     0     18.3   0     0.34134
September 23 17   0     5.5   12.8   0     0.3606
September 23 18   0     0     12.8   7.5   0.36452
September 23 19   0     0     12.8   7.5   0.37695
September 23 20   0     0     12.8   7.5   0.38593
September 23 21   0     0     12.8   7.5   0.38593
September 23 22   0     0     12.8   7.5   0.3704
September 23 23   0     0     12.8   7.5   0.3672
September 23 24   0     0     12.8   7.5   0.35112
September 24 1    0     0     12.8   7.5   0.35433
September 24 2    0     0     12.8   7.5   0.34535
September 24 3    0     0     12.8   7.5   0.30443
September 24 4    0     0     12.8   7.5   0.29832
September 24 5    0     0     12.8   7.5   0.29741
September 24 6    0     0     12.8   7.5   0.30531
September 24 7    0     0     12.8   7.5   0.34222
September 24 8    0     0     12.8   7.5   0.35253
September 24 9    0     0     12.8   7.5   0.35917
September 24 10   0     0     12.8   7.5   0.36352
September 24 11   0     0     12.8   7.5   0.35846
September 24 12   0     0     12.8   7.5   0.35222
September 24 13   0     0     12.8   7.5   0.34056
September 24 14   0     0     12.8   7.5   0.30784
September 24 15   0     0     12.8   7.5   0.30857
September 24 16   0     0     12.8   7.5   0.32978
September 24 17   0     0     12.8   7.5   0.34671
September 24 18   0     0     12.8   7.5   0.35964
September 24 19   0     0     12.8   7.5   0.37918
September 24 20   0     0     12.8   7.5   0.3927
September 24 21   0     0     12.8   7.5   0.38322
September 24 22   0     0     12.8   7.5   0.36003
September 24 23   0     0     12.8   7.5   0.34648
September 24 24   0     0     12.8   7.5   0.32495
September 25 1    0     0     12.8   7.5   0.32887
September 25 2    0     0     12.8   7.5   0.31217
September 25 3    0     0     12.8   7.5   0.28552
September 25 4    0     0     12.8   7.5   0.26861
September 25 5    7.5   0     20.3   7.5   0.20062
September 25 6    2.2   0     22.5   7.5   0.20392
September 25 7    0     0     22.5   7.5   0.2383
September 25 8    0     0     22.5   7.5   0.24757
September 25 9    0     0     22.5   7.5   0.28765
September 25 10   0     0     22.5   7.5   0.30092
September 25 11   0     0     22.5   7.5   0.29983
September 25 12   0     0     22.5   7.5   0.32081
September 25 13   0     0     22.5   7.5   0.27501
September 25 14   0     0     22.5   7.5   0.24596
September 25 15   0     0     22.5   7.5   0.23299
September 25 16   0     0     22.5   7.5   0.26296
September 25 17   0     0     22.5   7.5   0.31373
September 25 18   0     0     22.5   7.5   0.34362
September 25 19   0     0     22.5   7.5   0.35114
September 25 20   0     0     22.5   7.5   0.35758
September 25 21   0     0     22.5   7.5   0.36222
September 25 22   0     0     22.5   7.5   0.35436
September 25 23   0     0     22.5   7.5   0.34152
September 25 24   0     0     22.5   7.5   0.28733
September 26 1    0     0     22.5   7.5   0.24877
September 26 2    7.5   0     30     7.5   0.18149
September 26 3    7.5   0     37.5   7.5   0.15684
September 26 4    7.5   0     45     7.5   0.12486
September 26 5    7.5   0     52.5   7.5   0.10115
September 26 6    7.5   0     60     7.5   0.16091
September 26 7    0     0     60     7.5   0.25982
September 26 8    0     5.5   54.5   0     0.32588
September 26 9    0     0     54.5   0     0.32999
September 26 10   0     0     54.5   0     0.3027
September 26 11   0     0     54.5   0     0.26751
September 26 12   0     0     54.5   0     0.22397
September 26 13   0     0     54.5   0     0.20855
September 26 14   0     0     54.5   0     0.20003
September 26 15   0     0     54.5   0     0.15885
September 26 16   0     0     54.5   0     0.23158
September 26 17   0     5.5   49     0     0.29236
September 26 18   0     0     49     7.5   0.3077
September 26 19   0     0     49     7.5   0.32502
September 26 20   0     0     49     7.5   0.3318
September 26 21   0     0     49     7.5   0.33731
September 26 22   0     0     49     7.5   0.32457
September 26 23   0     0     49     7.5   0.29156
September 26 24   0     0     49     7.5   0.28057
September 27 1    0     0     49     7.5   0.29658
September 27 2    0     0     49     7.5   0.23688
September 27 3    7.5   0     56.5   7.5   0.17487
September 27 4    7.5   0     64     7.5   0.15582
September 27 5    0     0     64     7.5   0.20707
September 27 6    0     0     64     7.5   0.29155
September 27 7    0     0     64     7.5   0.30394
September 27 8    0     5.5   58.5   0     0.3206
September 27 9    0     0     58.5   0     0.32886
September 27 10   0     0     58.5   0     0.32727
September 27 11   0     0     58.5   0     0.32716
September 27 12   0     0     58.5   0     0.32432
September 27 13   0     0     58.5   0     0.31966
September 27 14   0     0     58.5   0     0.30372
September 27 15   0     0     58.5   0     0.29728
September 27 16   0     0     58.5   0     0.3112
September 27 17   0     5.5   53     0     0.31558
September 27 18   0     0     53     7.5   0.32248
September 27 19   0     0     53     7.5   0.32987
September 27 20   0     0     53     7.5   0.33277
September 27 21   0     0     53     7.5   0.3352
September 27 22   0     0     53     7.5   0.32639
September 27 23   0     0     53     7.5   0.31623
September 27 24   0     0     53     7.5   0.31044
September 28 1    0     0     53     7.5   0.29692
September 28 2    0     0     53     7.5   0.26723
September 28 3    1.2   0     54.2   7.5   0.23831
September 28 4    7.5   0     61.7   7.5   0.23545
September 28 5    0     0     61.7   7.5   0.26528
September 28 6    0     0     61.7   7.5   0.29656
September 28 7    0     0     61.7   7.5   0.30181
September 28 8    0     5.5   56.2   0     0.3023
September 28 9    0     0     56.2   0     0.31409
September 28 10   0     0     56.2   0     0.32215
September 28 11   0     0     56.2   0     0.3172
September 28 12   0     0     56.2   0     0.31326
September 28 13   0     0     56.2   0     0.31484
September 28 14   0     0     56.2   0     0.31798
September 28 15   0     0     56.2   0     0.31934
September 28 16   0     0     56.2   0     0.31883
September 28 17   0     5.5   50.7   0     0.30953
September 28 18   0     0     50.7   7.5   0.30503
September 28 19   0     0     50.7   7.5   0.3095
September 28 20   0     0     50.7   7.5   0.31012
September 28 21   0     0     50.7   7.5   0.30621
September 28 22   0     0     50.7   7.5   0.30183
September 28 23   0     0     50.7   7.5   0.28395
September 28 24   0     0     50.7   7.5   0.28281
September 29 1    0     0     50.7   7.5   0.30282
September 29 2    0     0     50.7   7.5   0.29997
September 29 3    0     0     50.7   7.5   0.29994
September 29 4    0     0     50.7   7.5   0.29993
September 29 5    0     0     50.7   7.5   0.3005
September 29 6    0     0     50.7   7.5   0.3063
September 29 7    0     0     50.7   7.5   0.31196
September 29 8    0     5.5   45.2   0     0.31458
September 29 9    0     0     45.2   0     0.33287
September 29 10   0     0     45.2   0     0.35498
September 29 11   0     0     45.2   0     0.36097
September 29 12   0     0     45.2   0     0.3388
September 29 13   0     0     45.2   0     0.32469
September 29 14   0     0     45.2   0     0.33358
September 29 15   0     0     45.2   0     0.32557
September 29 16   0     0     45.2   0     0.33985
September 29 17   0     5.5   39.7   0     0.35507
September 29 18   0     0     39.7   7.5   0.36125
September 29 19   0     0     39.7   7.5   0.36555
September 29 20   0     0     39.7   7.5   0.35994
September 29 21   0     0     39.7   7.5   0.35719
September 29 22   0     0     39.7   7.5   0.34321
September 29 23   0     0     39.7   7.5   0.32451
September 29 24   0     0     39.7   7.5   0.32054
September 30 1    0     0     39.7   7.5   0.32618
September 30 2    0     0     39.7   7.5   0.30995
September 30 3    0     0     39.7   7.5   0.30763
September 30 4    0     0     39.7   7.5   0.30643
September 30 5    0     0     39.7   7.5   0.30637
September 30 6    0     0     39.7   7.5   0.30685
September 30 7    0     0     39.7   7.5   0.31296
September 30 8    0     5.5   34.2   0     0.33954
September 30 9    0     0     34.2   0     0.3542
September 30 10   0     0     34.2   0     0.34883
September 30 11   0     0     34.2   0     0.33842
September 30 12   0     0     34.2   0     0.31639
September 30 13   0     0     34.2   0     0.27901
September 30 14   0     0     34.2   0     0.2522
September 30 15   0     0     34.2   0     0.20003
September 30 16   0     0     34.2   0     0.19536
September 30 17   0     5.5   28.7   0     0.2157
September 30 18   0     0     28.7   7.5   0.29392
September 30 19   0     0     28.7   7.5   0.27994
September 30 20   0     0     28.7   7.5   0.30205
September 30 21   0     0     28.7   7.5   0.29271
September 30 22   7.5   0     36.2   7.5   0.19244
September 30 23   7.5   0     43.7   7.5   0.1689
September 30 24   7.5   0     51.2   7.5   0.0947
September 31 1    0     0     51.2   0     0
September 31 2    0     0     51.2   0     0
September 31 3    0     0     51.2   0     0
September 31 4    0     0     51.2   0     0
September 31 5    0     0     51.2   0     0
September 31 6    0     0     51.2   0     0
September 31 7    0     0     51.2   0     0
September 31 8    0     0     51.2   0     0
September 31 9    0     0     51.2   0     0
September 31 10   0     0     51.2   0     0
September 31 11   0     0     51.2   0     0
September 31 12   0     0     51.2   0     0
September 31 13   0     0     51.2   0     0
September 31 14   0     0     51.2   0     0
September 31 15   0     0     51.2   0     0
September 31 16   0     0     51.2   0     0
September 31 17   0     0     51.2   0     0
September 31 18   0     0     51.2   0     0
September 31 19   0     0     51.2   0     0
September 31 20   0     0     51.2   0     0
September 31 21   0     0     51.2   0     0
September 31 22   0     0     51.2   0     0
September 31 23   0     0     51.2   0     0
September 31 24   0     0     51.2   0     0
;

